station;year;month;day;period;LAEQ;LAS01;LAS10;LAS50;LAS90;LAS99
17;2019;12;28;D;060.5;066.6;062.0;056.1;051.0;048.2
17;2019;12;28;E;058.7;063.9;059.8;053.8;050.4;048.7
17;2019;12;28;N;050.9;058.9;053.5;048.3;044.2;042.3
17;2019;12;28;T;059.7;065.6;060.7;053.5;046.2;043.1
18;2019;12;28;D;058.7;068.0;061.1;053.5;046.9;044.2
18;2019;12;28;E;057.3;065.5;060.0;054.5;049.0;046.5
18;2019;12;28;N;050.1;060.3;053.2;045.7;043.3;042.2
18;2019;12;28;T;056.9;066.2;059.6;051.4;044.3;042.7
19;2019;12;28;D;060.2;067.1;062.2;056.5;051.4;048.3
19;2019;12;28;E;059.4;066.9;062.5;057.2;053.7;051.8
19;2019;12;28;N;055.3;064.6;058.8;051.2;045.5;042.3
19;2019;12;28;T;059.0;066.6;061.7;055.4;048.2;043.7
20;2019;12;28;D;059.9;067.3;061.8;056.6;052.1;048.1
20;2019;12;28;E;060.1;068.1;062.2;057.0;052.6;049.5
20;2019;12;28;N;054.1;064.1;057.3;050.0;045.5;043.5
20;2019;12;28;T;058.7;066.7;061.2;055.3;047.7;044.3
24;2019;12;28;D;052.0;058.8;054.0;049.8;047.3;046.0
24;2019;12;28;E;049.2;055.7;051.3;048.1;046.7;046.0
24;2019;12;28;N;045.7;052.5;047.9;044.7;042.6;041.5
24;2019;12;28;T;050.2;057.5;052.6;048.2;043.6;042.1
25;2019;12;28;D;066.9;070.1;068.4;066.8;064.4;061.8
25;2019;12;28;E;067.2;069.6;068.4;067.0;065.4;063.7
25;2019;12;28;N;063.5;068.1;066.2;062.9;057.9;053.3
25;2019;12;28;T;066.1;069.7;068.1;066.1;061.0;055.4
26;2019;12;28;D;061.5;068.2;064.7;059.5;056.3;054.2
26;2019;12;28;E;061.7;068.4;064.8;059.9;057.8;056.5
26;2019;12;28;N;058.0;066.8;061.3;055.9;049.9;046.7
26;2019;12;28;T;060.7;067.8;064.1;058.7;053.2;048.1
27;2019;12;28;D;062.2;072.2;066.2;057.2;048.2;043.9
27;2019;12;28;E;062.4;072.5;065.3;056.8;053.4;051.3
27;2019;12;28;N;058.6;070.6;061.1;051.3;043.8;040.7
27;2019;12;28;T;061.3;071.8;064.9;055.5;046.1;042.0
28;2019;12;28;D;067.9;075.3;071.9;064.3;053.0;045.0
28;2019;12;28;E;066.5;074.5;070.7;063.1;053.7;049.2
28;2019;12;28;N;060.8;071.6;064.6;050.7;041.2;039.4
28;2019;12;28;T;066.2;074.7;070.7;060.7;045.0;040.1
29;2019;12;28;D;056.2;064.8;060.4;052.1;045.3;040.6
29;2019;12;28;E;055.9;064.9;060.6;050.8;044.1;038.3
29;2019;12;28;N;049.8;062.7;051.1;041.0;034.4;032.2
29;2019;12;28;T;054.8;064.5;059.5;049.2;038.2;032.9
30;2019;12;28;D;058.9;066.7;061.7;055.8;050.2;047.9
30;2019;12;28;E;062.0;069.3;062.9;058.1;053.2;050.1
30;2019;12;28;N;051.3;061.8;054.0;046.8;044.0;043.0
30;2019;12;28;T;058.4;066.3;061.1;053.9;045.2;043.2
31;2019;12;28;D;063.1;072.8;068.2;055.6;050.2;047.2
31;2019;12;28;E;064.5;072.9;068.9;059.2;054.4;050.7
31;2019;12;28;N;054.6;066.5;054.7;049.9;046.1;043.2
31;2019;12;28;T;062.0;072.3;066.9;054.0;047.9;044.3
47;2019;12;28;D;053.2;064.5;054.4;047.8;043.5;040.4
47;2019;12;28;E;053.2;065.3;054.6;048.8;046.3;045.0
47;2019;12;28;N;049.3;061.8;049.5;044.3;041.7;041.0
47;2019;12;28;T;052.3;064.3;053.7;047.0;042.4;040.8
48;2019;12;28;D;061.3;066.7;063.5;060.7;055.6;049.2
48;2019;12;28;E;063.9;070.8;064.9;062.5;059.4;055.7
48;2019;12;28;N;059.8;064.8;062.7;059.2;053.0;048.8
48;2019;12;28;T;061.5;066.9;063.7;060.7;055.0;049.2
50;2019;12;28;D;063.6;069.3;065.5;062.0;057.9;054.5
50;2019;12;28;E;065.2;070.0;066.4;063.4;060.2;057.4
50;2019;12;28;N;061.8;067.5;064.4;059.6;054.3;051.1
50;2019;12;28;T;063.4;068.7;065.4;061.6;056.4;052.2
54;2019;12;28;D;060.2;066.3;063.2;059.1;054.1;051.0
54;2019;12;28;E;061.6;067.4;064.3;060.8;057.2;053.6
54;2019;12;28;N;056.1;064.9;059.7;052.5;048.3;046.7
54;2019;12;28;T;059.5;066.4;063.0;058.2;050.1;047.3
55;2019;12;28;D;056.7;064.7;059.8;054.0;048.1;044.1
55;2019;12;28;E;056.3;064.6;058.4;052.8;049.6;048.0
55;2019;12;28;N;052.7;062.0;056.0;049.2;044.4;042.7
55;2019;12;28;T;055.7;064.0;058.9;052.3;046.2;043.2
86;2019;12;28;D;055.6;066.0;059.2;050.5;043.8;040.1
86;2019;12;28;E;055.4;065.3;058.8;050.8;045.1;043.1
86;2019;12;28;N;050.7;062.7;053.0;042.0;038.7;037.5
86;2019;12;28;T;054.5;065.2;058.1;048.3;039.9;038.1
2;2019;12;27;D;070.2;076.3;071.7;069.0;065.9;063.1
2;2019;12;27;E;069.8;075.7;071.0;068.7;066.1;063.6
2;2019;12;27;N;066.2;072.5;069.3;064.6;058.1;054.4
2;2019;12;27;T;069.1;075.3;071.1;068.1;062.0;056.0
3;2019;12;27;D;063.0;070.6;065.6;061.2;056.9;049.7
3;2019;12;27;E;062.2;069.2;064.4;060.8;058.0;055.1
3;2019;12;27;N;058.8;069.1;061.1;054.9;050.3;046.4
3;2019;12;27;T;061.9;070.0;064.7;059.7;052.6;047.7
5;2019;12;27;D;061.3;067.1;063.1;059.9;056.3;053.3
5;2019;12;27;E;062.0;069.0;064.2;060.5;057.0;054.1
5;2019;12;27;N;054.8;063.1;057.7;050.0;043.7;042.1
5;2019;12;27;T;060.1;066.9;062.8;058.5;046.6;042.5
6;2019;12;27;D;071.6;077.9;074.6;069.8;065.4;062.4
6;2019;12;27;E;071.6;077.5;073.9;068.7;064.9;061.8
6;2019;12;27;N;066.9;074.8;070.7;064.2;056.8;050.6
6;2019;12;27;T;070.5;077.0;073.9;067.7;061.3;053.3
8;2019;12;27;D;067.4;073.9;069.0;064.7;061.6;058.0
8;2019;12;27;E;066.3;072.3;068.5;064.3;061.5;058.8
8;2019;12;27;N;063.2;071.0;067.0;060.7;052.0;045.8
8;2019;12;27;T;066.2;072.6;068.5;063.9;057.5;047.6
10;2019;12;27;D;067.4;073.4;069.3;062.6;057.2;053.3
10;2019;12;27;E;066.9;072.6;067.9;061.6;056.4;052.0
10;2019;12;27;N;058.9;069.6;062.4;052.5;044.4;042.0
10;2019;12;27;T;065.9;072.7;068.0;060.4;048.7;042.6
11;2019;12;27;D;068.4;074.3;070.6;067.5;062.5;057.6
11;2019;12;27;E;067.6;072.8;069.5;066.2;061.4;056.8
11;2019;12;27;N;061.7;070.3;066.1;057.4;047.0;042.7
11;2019;12;27;T;066.9;073.2;069.8;065.6;053.0;044.2
12;2019;12;27;D;063.8;073.5;064.6;061.3;058.1;055.6
12;2019;12;27;E;062.8;072.9;064.1;060.9;057.8;055.5
12;2019;12;27;N;057.6;065.4;060.5;055.5;050.1;047.1
12;2019;12;27;T;062.3;071.6;063.9;060.0;053.2;048.2
13;2019;12;27;D;057.5;064.7;059.2;055.0;051.4;049.2
13;2019;12;27;E;058.7;066.5;059.9;055.6;051.8;049.7
13;2019;12;27;N;052.5;061.5;054.9;049.7;047.6;047.0
13;2019;12;27;T;056.7;064.6;058.7;053.7;048.6;047.1
14;2019;12;27;D;064.3;070.0;066.2;063.5;061.2;059.0
14;2019;12;27;E;064.4;070.4;065.7;062.9;060.2;057.8
14;2019;12;27;N;059.8;066.9;063.0;058.1;051.3;046.1
14;2019;12;27;T;063.3;069.3;065.6;062.5;055.6;048.0
16;2019;12;27;D;062.7;068.8;065.8;061.8;054.1;047.6
16;2019;12;27;E;062.0;068.2;065.2;060.8;052.3;045.8
16;2019;12;27;N;056.4;065.8;061.3;049.7;040.4;038.9
16;2019;12;27;T;061.3;068.2;065.1;059.5;044.2;039.3
17;2019;12;27;D;057.8;067.3;059.4;054.3;050.1;046.1
17;2019;12;27;E;061.3;069.4;064.4;059.2;054.9;051.4
17;2019;12;27;N;051.6;059.3;053.0;046.5;043.1;041.7
17;2019;12;27;T;057.6;067.4;060.5;053.3;044.6;042.2
18;2019;12;27;D;058.2;067.9;061.2;054.3;048.6;045.6
18;2019;12;27;E;058.1;067.1;060.7;055.3;049.8;047.6
18;2019;12;27;N;050.3;059.6;053.7;046.0;044.2;043.4
18;2019;12;27;T;056.7;066.9;059.7;052.3;044.8;044.0
19;2019;12;27;D;060.4;067.5;063.0;058.0;053.5;051.0
19;2019;12;27;E;060.2;068.0;063.3;057.9;053.6;050.6
19;2019;12;27;N;054.0;063.8;057.7;049.0;041.4;038.2
19;2019;12;27;T;059.1;066.9;062.3;056.3;045.3;039.3
20;2019;12;27;D;061.0;069.0;063.4;058.4;054.9;052.1
20;2019;12;27;E;060.0;068.4;063.1;057.8;053.1;050.0
20;2019;12;27;N;053.6;063.8;056.7;049.3;043.1;041.1
20;2019;12;27;T;059.4;068.0;062.5;056.7;046.3;041.6
24;2019;12;27;D;052.6;057.9;053.5;050.2;047.4;045.2
24;2019;12;27;E;049.6;055.2;051.4;049.1;047.4;045.7
24;2019;12;27;N;044.9;053.0;047.7;042.9;041.3;040.4
24;2019;12;27;T;050.7;056.8;052.5;048.8;041.9;041.0
25;2019;12;27;D;068.0;070.8;069.2;067.7;066.2;065.0
25;2019;12;27;E;067.5;070.5;068.7;067.3;065.6;063.9
25;2019;12;27;N;063.5;068.6;066.5;062.7;056.2;050.6
25;2019;12;27;T;066.8;070.5;068.8;067.0;060.4;052.9
26;2019;12;27;D;062.1;068.6;065.3;060.2;057.0;055.1
26;2019;12;27;E;061.8;067.8;064.7;060.4;057.3;055.5
26;2019;12;27;N;058.1;066.9;061.7;055.6;047.6;044.2
26;2019;12;27;T;061.0;068.2;064.6;059.0;051.9;045.5
27;2019;12;27;D;063.2;072.9;067.5;057.6;049.4;045.8
27;2019;12;27;E;064.4;073.1;067.0;059.0;055.1;052.4
27;2019;12;27;N;057.9;069.8;060.0;050.6;041.6;038.4
27;2019;12;27;T;062.3;072.4;066.1;056.1;045.6;039.5
28;2019;12;27;D;069.1;075.8;072.8;067.0;058.0;051.1
28;2019;12;27;E;067.2;074.6;071.2;063.8;054.8;049.6
28;2019;12;27;N;060.8;072.2;064.7;048.9;039.6;038.3
28;2019;12;27;T;067.3;075.2;071.8;063.0;043.2;038.9
29;2019;12;27;D;058.3;066.4;062.2;054.6;048.1;044.0
29;2019;12;27;E;056.0;065.2;060.5;050.2;043.6;039.9
29;2019;12;27;N;049.7;062.3;051.8;038.7;034.0;033.1
29;2019;12;27;T;056.4;065.7;060.9;050.7;035.6;033.3
30;2019;12;27;D;060.3;066.4;062.9;059.0;054.8;051.6
30;2019;12;27;E;058.9;066.0;061.8;056.9;051.7;048.2
30;2019;12;27;N;058.4;068.6;059.9;048.5;044.0;042.2
30;2019;12;27;T;059.5;067.9;062.5;056.9;046.4;042.8
31;2019;12;27;D;064.2;073.0;069.1;058.3;053.2;050.1
31;2019;12;27;E;064.4;072.9;068.9;060.0;055.2;052.5
31;2019;12;27;N;054.7;066.9;055.4;049.9;044.3;041.5
31;2019;12;27;T;062.8;072.6;067.7;056.2;047.0;042.6
47;2019;12;27;D;055.1;065.1;055.6;049.8;045.4;043.2
47;2019;12;27;E;056.2;067.2;054.6;048.8;046.4;045.2
47;2019;12;27;N;048.5;060.3;047.7;042.2;039.3;037.7
47;2019;12;27;T;054.1;064.9;054.3;047.8;040.7;038.3
48;2019;12;27;D;063.3;068.0;065.6;062.8;057.7;054.2
48;2019;12;27;E;063.4;068.8;065.6;062.8;058.6;054.4
48;2019;12;27;N;059.1;064.7;062.3;058.1;051.4;046.9
48;2019;12;27;T;062.3;067.7;065.1;061.7;054.9;048.7
50;2019;12;27;D;066.2;073.5;067.1;064.3;061.3;059.0
50;2019;12;27;E;066.0;072.0;067.1;064.3;061.2;058.7
50;2019;12;27;N;062.5;067.8;064.4;059.1;053.4;050.1
50;2019;12;27;T;065.1;071.3;066.7;063.4;056.6;051.4
54;2019;12;27;D;061.6;067.4;064.2;060.6;056.9;053.6
54;2019;12;27;E;062.1;067.0;064.4;061.0;057.0;052.9
54;2019;12;27;N;055.0;064.3;058.6;050.5;046.3;044.8
54;2019;12;27;T;060.4;066.9;063.7;059.2;048.0;045.3
55;2019;12;27;D;057.5;065.3;060.7;054.5;049.8;046.4
55;2019;12;27;E;058.4;066.2;060.4;055.1;051.8;049.2
55;2019;12;27;N;052.6;061.9;055.8;049.0;042.9;041.3
55;2019;12;27;T;056.5;064.8;059.7;053.1;045.8;041.9
86;2019;12;27;D;058.2;067.0;061.0;053.5;047.7;044.1
86;2019;12;27;E;056.4;066.6;060.1;052.0;046.3;043.6
86;2019;12;27;N;052.4;064.4;052.7;042.8;038.8;037.7
86;2019;12;27;T;056.6;066.4;059.7;050.7;040.3;038.1
2;2019;12;26;D;069.9;075.6;071.6;069.0;066.1;063.1
2;2019;12;26;E;069.5;075.0;070.9;068.4;065.1;062.3
2;2019;12;26;N;065.3;071.9;068.7;062.9;056.3;052.3
2;2019;12;26;T;068.8;074.8;071.0;068.0;059.9;054.0
3;2019;12;26;D;063.3;071.4;066.3;061.1;055.7;050.1
3;2019;12;26;E;063.6;070.4;065.0;060.6;056.0;052.4
3;2019;12;26;N;060.7;070.3;058.5;051.4;047.9;045.4
3;2019;12;26;T;062.4;070.8;065.1;059.0;049.7;046.5
5;2019;12;26;D;062.6;067.3;063.3;060.0;056.5;053.3
5;2019;12;26;E;061.2;067.5;063.5;060.0;056.1;052.8
5;2019;12;26;N;053.6;062.7;057.2;048.9;041.3;039.4
5;2019;12;26;T;060.9;066.7;062.8;058.5;045.2;040.0
6;2019;12;26;D;071.8;078.0;074.7;070.1;065.7;063.0
6;2019;12;26;E;071.3;077.8;073.9;068.9;064.9;061.4
6;2019;12;26;N;065.2;073.1;068.7;061.3;052.9;047.2
6;2019;12;26;T;070.4;077.0;073.9;067.6;058.1;049.5
8;2019;12;26;D;067.1;075.3;069.5;065.0;062.1;058.4
8;2019;12;26;E;066.3;073.1;068.5;064.1;060.8;057.5
8;2019;12;26;N;062.1;070.8;065.6;058.8;049.9;044.6
8;2019;12;26;T;065.8;073.8;068.6;063.8;055.6;046.2
10;2019;12;26;D;065.4;073.1;069.0;062.7;057.6;053.9
10;2019;12;26;E;064.5;072.6;067.9;061.5;055.1;050.3
10;2019;12;26;N;057.3;068.7;060.5;050.0;043.3;041.3
10;2019;12;26;T;063.8;072.5;067.7;060.2;046.3;042.0
11;2019;12;26;D;068.4;074.2;070.7;067.5;062.6;057.7
11;2019;12;26;E;067.4;073.5;069.8;066.4;061.0;055.7
11;2019;12;26;N;060.5;069.2;064.5;054.6;042.7;039.8
11;2019;12;26;T;066.8;073.2;069.9;065.5;049.7;040.5
12;2019;12;26;D;064.3;073.0;065.3;061.9;058.5;055.8
12;2019;12;26;E;062.0;069.5;063.7;060.7;057.5;055.0
12;2019;12;26;N;055.9;063.6;059.1;052.7;046.5;044.4
12;2019;12;26;T;062.4;070.5;064.3;060.1;049.8;045.2
13;2019;12;26;D;058.9;069.6;059.9;054.9;050.7;048.0
13;2019;12;26;E;056.7;064.5;058.4;054.3;051.2;049.5
13;2019;12;26;N;050.7;059.9;053.4;046.4;044.2;043.3
13;2019;12;26;T;057.1;067.0;058.6;053.2;045.1;043.8
14;2019;12;26;D;066.5;074.4;068.7;065.2;062.2;059.6
14;2019;12;26;E;063.9;071.1;065.6;062.6;059.5;057.0
14;2019;12;26;N;059.8;067.1;062.9;057.1;049.7;044.8
14;2019;12;26;T;064.7;072.8;067.4;063.2;054.2;046.5
16;2019;12;26;D;063.6;071.4;066.3;062.2;054.1;047.3
16;2019;12;26;E;061.7;067.9;065.0;060.2;050.9;046.1
16;2019;12;26;N;055.8;066.0;060.8;045.9;037.9;036.5
16;2019;12;26;T;061.8;069.6;065.4;059.3;040.5;037.1
17;2019;12;26;D;057.1;065.7;059.6;055.2;051.1;048.5
17;2019;12;26;E;057.3;064.5;059.6;055.7;052.0;049.2
17;2019;12;26;N;053.8;065.8;056.4;047.7;041.2;038.2
17;2019;12;26;T;056.4;065.6;059.1;054.1;045.2;039.2
18;2019;12;26;D;058.4;068.7;060.2;053.5;047.8;044.9
18;2019;12;26;E;060.9;071.6;063.4;056.7;049.8;046.1
18;2019;12;26;N;049.3;059.2;051.8;044.0;041.8;041.1
18;2019;12;26;T;057.6;068.4;059.8;051.7;042.7;041.2
19;2019;12;26;D;060.2;067.5;062.8;057.8;053.3;050.6
19;2019;12;26;E;060.4;067.4;062.6;057.2;052.2;049.0
19;2019;12;26;N;053.0;063.6;056.8;047.1;038.3;034.7
19;2019;12;26;T;058.9;066.8;062.0;055.7;042.7;036.0
20;2019;12;26;D;060.9;068.6;063.4;058.4;054.5;050.6
20;2019;12;26;E;059.9;067.9;062.9;057.6;052.6;049.4
20;2019;12;26;N;051.1;062.0;054.6;044.9;040.0;039.0
20;2019;12;26;T;059.2;067.5;062.4;056.4;041.9;039.2
24;2019;12;26;D;051.9;058.6;054.2;050.3;047.6;045.0
24;2019;12;26;E;047.4;052.8;049.3;046.6;045.0;044.1
24;2019;12;26;N;044.1;051.7;046.7;042.1;040.3;039.5
24;2019;12;26;T;049.8;057.3;052.8;047.8;041.1;040.0
25;2019;12;26;D;068.1;071.1;069.5;067.9;066.2;064.9
25;2019;12;26;E;067.8;070.3;068.8;067.4;065.9;064.5
25;2019;12;26;N;062.2;068.1;065.8;060.8;052.3;045.2
25;2019;12;26;T;066.8;070.7;068.9;067.0;057.7;047.9
26;2019;12;26;D;062.3;068.5;065.5;060.5;057.3;055.4
26;2019;12;26;E;061.9;067.7;064.8;060.6;058.1;056.4
26;2019;12;26;N;056.6;066.5;059.9;052.9;045.0;041.7
26;2019;12;26;T;061.0;068.1;064.7;059.0;049.4;042.9
27;2019;12;26;D;063.1;072.6;067.2;056.4;049.1;045.6
27;2019;12;26;E;063.0;072.4;066.5;058.2;054.5;052.3
27;2019;12;26;N;056.5;069.2;057.5;048.3;040.9;038.3
27;2019;12;26;T;061.8;072.0;065.7;055.2;044.3;039.2
28;2019;12;26;D;069.2;076.1;072.9;067.1;057.5;051.4
28;2019;12;26;E;067.1;074.4;071.3;063.7;053.5;046.5
28;2019;12;26;N;060.3;072.1;064.0;047.2;040.1;038.2
28;2019;12;26;T;067.3;075.4;071.9;062.6;042.8;038.8
29;2019;12;26;D;057.9;066.0;062.1;054.2;047.9;044.0
29;2019;12;26;E;055.2;064.5;059.7;049.7;043.1;038.6
29;2019;12;26;N;049.0;061.9;051.0;037.2;033.4;033.0
29;2019;12;26;T;055.9;065.3;060.7;050.2;034.6;033.1
30;2019;12;26;D;060.1;066.2;062.7;058.8;054.6;051.6
30;2019;12;26;E;058.7;066.1;061.9;056.6;050.9;048.4
30;2019;12;26;N;052.7;062.8;056.0;046.6;042.6;041.3
30;2019;12;26;T;058.4;065.7;061.9;056.5;044.4;042.0
31;2019;12;26;D;064.1;073.1;068.8;058.0;052.3;049.8
31;2019;12;26;E;064.3;072.5;068.8;059.7;054.4;051.3
31;2019;12;26;N;051.9;065.2;050.9;045.7;041.9;039.9
31;2019;12;26;T;062.6;072.5;067.5;055.2;044.1;040.5
47;2019;12;26;D;053.8;064.8;055.3;049.5;046.0;043.8
47;2019;12;26;E;053.4;064.9;054.1;047.2;043.9;042.2
47;2019;12;26;N;046.7;057.5;047.4;041.8;038.5;037.3
47;2019;12;26;T;052.4;063.9;054.0;047.3;039.9;037.9
48;2019;12;26;D;063.7;068.6;065.9;063.0;057.7;054.4
48;2019;12;26;E;062.9;067.9;065.5;062.3;057.2;054.1
48;2019;12;26;N;057.6;064.5;061.1;055.5;048.5;043.2
48;2019;12;26;T;062.3;067.9;065.3;061.4;052.6;045.5
50;2019;12;26;D;065.8;072.3;067.3;064.5;061.5;059.1
50;2019;12;26;E;065.8;073.0;067.3;064.3;060.9;058.1
50;2019;12;26;N;062.3;067.3;063.6;057.4;051.0;047.4
50;2019;12;26;T;064.8;071.3;066.8;063.4;054.8;048.8
54;2019;12;26;D;061.7;067.6;064.1;060.5;056.4;052.6
54;2019;12;26;E;061.3;066.9;064.1;060.4;055.9;052.5
54;2019;12;26;N;053.4;063.3;057.5;047.1;041.2;039.3
54;2019;12;26;T;060.2;066.9;063.5;058.7;043.9;040.0
55;2019;12;26;D;057.5;065.3;060.6;054.2;049.5;046.3
55;2019;12;26;E;060.7;064.9;059.8;054.2;051.0;049.1
55;2019;12;26;N;050.1;060.8;052.8;045.5;041.3;040.1
55;2019;12;26;T;057.2;064.5;059.4;052.6;043.2;040.5
86;2019;12;26;D;056.9;066.1;060.6;053.6;047.4;043.2
86;2019;12;26;E;057.3;066.7;060.0;052.2;046.2;044.2
86;2019;12;26;N;049.0;061.6;050.5;039.4;036.4;035.4
86;2019;12;26;T;055.6;065.7;059.3;050.5;037.5;036.0
2;2019;12;25;D;066.8;072.3;069.2;065.3;059.6;056.3
2;2019;12;25;E;068.3;074.5;070.1;067.6;063.8;061.5
2;2019;12;25;N;067.0;072.3;069.3;064.6;058.7;055.1
2;2019;12;25;T;067.1;072.6;069.5;065.7;059.7;056.0
3;2019;12;25;D;058.9;067.8;062.5;054.9;048.6;045.5
3;2019;12;25;E;062.9;069.3;062.4;056.6;053.1;050.7
3;2019;12;25;N;057.9;068.8;060.1;051.8;047.9;046.0
3;2019;12;25;T;060.1;068.9;062.1;054.6;048.7;045.9
5;2019;12;25;D;059.9;067.5;061.5;056.9;050.0;045.5
5;2019;12;25;E;060.3;066.9;062.6;058.5;054.4;050.6
5;2019;12;25;N;057.0;064.9;059.0;053.0;045.5;042.4
5;2019;12;25;T;059.2;066.8;061.3;056.2;048.2;043.4
6;2019;12;25;D;067.5;074.5;071.3;064.7;057.2;051.7
6;2019;12;25;E;069.4;075.8;072.6;067.0;063.0;059.1
6;2019;12;25;N;067.4;074.5;071.1;064.3;056.3;050.0
6;2019;12;25;T;067.9;074.7;071.7;065.2;057.5;051.3
8;2019;12;25;D;063.2;070.5;066.3;061.0;053.6;047.8
8;2019;12;25;E;064.4;070.9;067.5;063.1;059.2;054.1
8;2019;12;25;N;062.9;071.0;066.4;060.0;050.5;045.1
8;2019;12;25;T;063.3;070.8;066.7;061.3;053.4;046.3
10;2019;12;25;D;065.3;071.7;065.9;057.4;050.1;045.3
10;2019;12;25;E;064.5;071.1;067.0;060.8;055.6;050.8
10;2019;12;25;N;061.1;069.7;064.5;055.7;046.4;043.1
10;2019;12;25;T;064.1;071.0;065.8;057.7;049.0;044.1
11;2019;12;25;D;064.7;070.8;067.9;062.3;053.8;047.0
11;2019;12;25;E;065.6;071.4;068.5;064.6;058.5;053.7
11;2019;12;25;N;062.8;070.3;066.9;059.5;048.2;043.2
11;2019;12;25;T;064.4;070.8;067.8;062.1;052.3;044.8
12;2019;12;25;D;061.4;068.7;062.2;057.8;052.5;048.4
12;2019;12;25;E;061.0;067.9;062.8;059.5;055.8;052.9
12;2019;12;25;N;060.3;069.5;060.6;055.1;048.6;044.4
12;2019;12;25;T;060.8;068.3;061.9;057.5;051.2;045.8
13;2019;12;25;D;055.3;062.4;056.6;050.9;046.9;045.0
13;2019;12;25;E;054.9;063.5;057.5;052.5;048.1;045.2
13;2019;12;25;N;061.1;069.2;059.6;053.1;047.3;045.6
13;2019;12;25;T;058.0;064.9;057.8;051.7;047.0;045.1
14;2019;12;25;D;062.4;068.4;064.6;061.2;055.2;051.4
14;2019;12;25;E;063.3;068.6;064.8;062.3;059.0;056.2
14;2019;12;25;N;060.7;067.0;063.5;059.5;053.6;049.7
14;2019;12;25;T;062.1;068.1;064.4;060.9;055.0;050.8
16;2019;12;25;D;059.5;067.1;063.8;055.9;043.8;041.2
16;2019;12;25;E;061.2;067.7;064.8;059.2;049.7;044.6
16;2019;12;25;N;059.4;067.0;063.5;054.8;041.7;039.3
16;2019;12;25;T;059.7;067.2;063.9;056.3;043.4;039.9
17;2019;12;25;D;056.3;063.9;058.7;052.5;046.1;044.2
17;2019;12;25;E;056.3;063.3;057.6;053.0;048.0;043.7
17;2019;12;25;N;062.8;067.6;058.2;051.7;045.1;043.1
17;2019;12;25;T;058.6;064.0;058.2;052.1;045.6;043.2
18;2019;12;25;D;063.9;073.0;058.8;050.3;044.4;042.5
18;2019;12;25;E;059.1;071.6;059.0;050.6;045.4;043.4
18;2019;12;25;N;056.2;064.6;055.9;049.4;044.5;043.0
18;2019;12;25;T;061.7;071.0;057.8;049.8;044.5;042.8
19;2019;12;25;D;056.7;065.0;060.2;053.5;046.7;043.3
19;2019;12;25;E;059.4;065.9;061.8;056.7;052.4;049.7
19;2019;12;25;N;057.2;064.7;060.2;053.5;045.6;041.4
19;2019;12;25;T;057.1;065.0;060.5;054.1;046.7;042.6
20;2019;12;25;D;060.1;065.3;060.3;055.1;048.9;045.2
20;2019;12;25;E;058.1;066.1;060.9;055.9;051.1;046.8
20;2019;12;25;N;061.3;069.7;061.1;054.5;049.6;047.2
20;2019;12;25;T;059.7;066.2;060.6;055.0;049.3;045.1
24;2019;12;25;D;046.5;054.4;048.8;044.2;041.4;039.9
24;2019;12;25;E;046.1;053.6;048.6;044.8;042.6;041.2
24;2019;12;25;N;047.9;056.8;049.8;045.7;042.5;041.3
24;2019;12;25;T;046.8;054.7;049.2;044.6;042.0;040.2
25;2019;12;25;D;065.4;069.3;067.7;064.9;059.6;053.7
25;2019;12;25;E;067.2;069.8;068.5;067.0;065.2;063.3
25;2019;12;25;N;065.1;069.2;067.6;063.8;056.9;050.4
25;2019;12;25;T;065.5;069.4;067.9;065.2;059.0;052.7
26;2019;12;25;D;059.6;067.0;063.4;057.1;054.0;051.6
26;2019;12;25;E;071.5;067.0;063.8;058.6;056.1;054.0
26;2019;12;25;N;057.4;066.2;061.1;054.1;049.2;046.0
26;2019;12;25;T;064.7;066.8;062.9;056.7;051.9;047.1
27;2019;12;25;D;060.0;071.0;063.8;052.8;045.6;041.8
27;2019;12;25;E;060.9;071.6;065.0;053.9;048.8;045.8
27;2019;12;25;N;058.3;070.5;060.3;049.0;043.9;041.3
27;2019;12;25;T;059.7;071.0;063.2;051.9;045.1;041.7
28;2019;12;25;D;065.7;074.3;070.3;060.5;048.0;044.5
28;2019;12;25;E;066.1;074.0;070.3;062.6;053.1;046.6
28;2019;12;25;N;063.6;073.0;068.3;056.7;042.4;039.4
28;2019;12;25;T;065.1;073.9;069.7;059.7;046.5;040.3
29;2019;12;25;D;056.1;064.4;060.3;051.9;043.2;038.1
29;2019;12;25;E;056.3;065.5;060.8;050.5;042.6;037.8
29;2019;12;25;N;051.5;063.3;054.5;043.0;035.1;033.2
29;2019;12;25;T;055.1;064.4;059.7;049.1;038.5;033.6
30;2019;12;25;D;055.8;064.3;059.5;052.2;047.3;045.4
30;2019;12;25;E;060.3;065.8;060.9;056.6;051.8;049.5
30;2019;12;25;N;054.9;062.7;054.5;048.4;045.2;043.8
30;2019;12;25;T;056.8;064.4;059.2;051.5;046.6;044.3
31;2019;12;25;D;057.9;070.3;059.9;050.0;044.9;040.5
31;2019;12;25;E;058.9;070.7;062.4;052.1;048.8;047.1
31;2019;12;25;N;057.9;069.3;058.0;052.3;046.0;042.4
31;2019;12;25;T;057.9;070.0;059.1;050.8;045.5;041.3
47;2019;12;25;D;051.0;059.8;052.6;046.2;042.7;039.3
47;2019;12;25;E;049.8;059.7;052.4;046.3;043.5;042.1
